Genotype,Species.abbreviation,Species,Sex,Hours
mel56,mel,melanogaster,female,1631.362222
mel56,mel,melanogaster,female,1631.362222
mel56,mel,melanogaster,female,1631.362222
mel56,mel,melanogaster,female,1631.362222
mel56,mel,melanogaster,female,1631.362222
mel56,mel,melanogaster,female,1631.362222
mel56,mel,melanogaster,female,1739.107361
mel56,mel,melanogaster,female,1739.107361
mel56,mel,melanogaster,female,1739.107361
mel56,mel,melanogaster,female,1739.107361
mel56,mel,melanogaster,female,1739.107361
mel56,mel,melanogaster,female,1739.107361
mel56,mel,melanogaster,female,1739.107361
mel56,mel,melanogaster,female,1739.107361
mel56,mel,melanogaster,female,1739.107361
mel56,mel,melanogaster,female,1798.716528
mel56,mel,melanogaster,female,1798.716528
mel56,mel,melanogaster,female,1798.716528
mel56,mel,melanogaster,female,1798.716528
mel56,mel,melanogaster,female,1798.716528
mel56,mel,melanogaster,female,1798.716528
mel56,mel,melanogaster,female,1798.716528
mel56,mel,melanogaster,female,1798.716528
mel56,mel,melanogaster,female,1798.716528
mel56,mel,melanogaster,female,1798.716528
mel56,mel,melanogaster,female,1846.732639
mel56,mel,melanogaster,female,1846.732639
mel56,mel,melanogaster,female,1846.732639
mel56,mel,melanogaster,female,1846.732639
mel56,mel,melanogaster,female,1846.732639
mel56,mel,melanogaster,female,1846.732639
mel56,mel,melanogaster,female,1846.732639
mel56,mel,melanogaster,female,1846.732639
mel56,mel,melanogaster,female,1906.931667
mel56,mel,melanogaster,female,1906.931667
mel56,mel,melanogaster,female,1966.899167
mel56,mel,melanogaster,female,1966.899167
mel56,mel,melanogaster,female,1966.899167
mel56,mel,melanogaster,female,1966.899167
mel56,mel,melanogaster,female,2015.988889
mel56,mel,melanogaster,female,2015.988889
mel56,mel,melanogaster,female,2015.988889
mel56,mel,melanogaster,female,2015.988889
mel56,mel,melanogaster,female,2015.988889
mel56,mel,melanogaster,female,2015.988889
mel56,mel,melanogaster,female,2015.988889
mel56,mel,melanogaster,female,2075.999444
mel56,mel,melanogaster,female,2075.999444
mel56,mel,melanogaster,female,2075.999444
mel56,mel,melanogaster,female,2075.999444
mel56,mel,melanogaster,female,2075.999444
mel56,mel,melanogaster,female,2075.999444
mel56,mel,melanogaster,female,2075.999444
mel56,mel,melanogaster,female,2135.26125
mel56,mel,melanogaster,female,2135.26125
mel56,mel,melanogaster,female,2135.26125
mel56,mel,melanogaster,female,2135.26125
mel56,mel,melanogaster,female,2135.26125
mel56,mel,melanogaster,female,2135.26125
mel56,mel,melanogaster,female,2135.26125
mel56,mel,melanogaster,female,2135.26125
mel56,mel,melanogaster,female,2135.26125
mel56,mel,melanogaster,female,2135.26125
mel56,mel,melanogaster,female,2183.809722
mel56,mel,melanogaster,female,2183.809722
mel56,mel,melanogaster,female,2183.809722
mel56,mel,melanogaster,female,2183.809722
mel56,mel,melanogaster,female,2183.809722
mel56,mel,melanogaster,female,2244.7425
mel56,mel,melanogaster,female,2244.7425
mel56,mel,melanogaster,male,206.58652778
mel56,mel,melanogaster,male,900.2583333
mel56,mel,melanogaster,male,900.2583333
mel56,mel,melanogaster,male,959.9498611
mel56,mel,melanogaster,male,1008.0338889
mel56,mel,melanogaster,male,1008.0338889
mel56,mel,melanogaster,male,1068.0205556
mel56,mel,melanogaster,male,1068.0205556
mel56,mel,melanogaster,male,1128.5325
mel56,mel,melanogaster,male,1236.183333
mel56,mel,melanogaster,male,1236.183333
mel56,mel,melanogaster,male,1236.183333
mel56,mel,melanogaster,male,1236.183333
mel56,mel,melanogaster,male,1344.7225
mel56,mel,melanogaster,male,1344.7225
mel56,mel,melanogaster,male,1344.7225
mel56,mel,melanogaster,male,1344.7225
mel56,mel,melanogaster,male,1344.7225
mel56,mel,melanogaster,male,1344.7225
mel56,mel,melanogaster,male,1344.7225
mel56,mel,melanogaster,male,1344.7225
mel56,mel,melanogaster,male,1344.7225
mel56,mel,melanogaster,male,1404.402639
mel56,mel,melanogaster,male,1404.402639
mel56,mel,melanogaster,male,1404.402639
mel56,mel,melanogaster,male,1404.402639
mel56,mel,melanogaster,male,1404.402639
mel56,mel,melanogaster,male,1463.744028
mel56,mel,melanogaster,male,1463.744028
mel56,mel,melanogaster,male,1463.744028
mel56,mel,melanogaster,male,1463.744028
mel56,mel,melanogaster,male,1463.744028
mel56,mel,melanogaster,male,1463.744028
mel56,mel,melanogaster,male,1463.744028
mel56,mel,melanogaster,male,1463.744028
mel56,mel,melanogaster,male,1463.744028
mel56,mel,melanogaster,male,1511.646806
mel56,mel,melanogaster,male,1511.646806
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1571.505556
mel56,mel,melanogaster,male,1631.362222
mel56,mel,melanogaster,male,1631.362222
mel56,mel,melanogaster,male,1631.362222
mel56,mel,melanogaster,male,1631.362222
mel56,mel,melanogaster,male,1631.362222
mel56,mel,melanogaster,male,1631.362222
mel56,mel,melanogaster,male,1631.362222
mel56,mel,melanogaster,male,1679.328194
mel56,mel,melanogaster,male,1739.107361
mel56,mel,melanogaster,male,1739.107361
mel56,mel,melanogaster,male,1739.107361
mel56,mel,melanogaster,male,1739.107361
mel56,mel,melanogaster,male,1739.107361
mel56,mel,melanogaster,male,1739.107361
mel56,mel,melanogaster,male,1739.107361
mel56,mel,melanogaster,male,1739.107361
mel56,mel,melanogaster,male,1798.716528
mel56,mel,melanogaster,male,1798.716528
mel56,mel,melanogaster,male,1798.716528
mel56,mel,melanogaster,male,1798.716528
mel56,mel,melanogaster,male,1798.716528
mel56,mel,melanogaster,male,1798.716528
mel56,mel,melanogaster,male,1846.732639
mel56,mel,melanogaster,male,1846.732639
mel56,mel,melanogaster,male,1846.732639
mel56,mel,melanogaster,male,1846.732639
mel56,mel,melanogaster,male,1846.732639
mel56,mel,melanogaster,male,1906.931667
mel56,mel,melanogaster,male,1906.931667
mel56,mel,melanogaster,male,1906.931667
mel56,mel,melanogaster,male,1906.931667
mel56,mel,melanogaster,male,1906.931667
mel56,mel,melanogaster,male,1966.899167
mel56,mel,melanogaster,male,1966.899167
mel56,mel,melanogaster,male,1966.899167
mel56,mel,melanogaster,male,2015.988889
mel56,mel,melanogaster,male,2075.999444
mel56,mel,melanogaster,male,2183.809722
mel56,mel,melanogaster,male,2183.809722
mel56,mel,melanogaster,male,2244.7425
mel61,mel,melanogaster,female,206.58652778
mel61,mel,melanogaster,female,206.58652778
mel61,mel,melanogaster,female,206.58652778
mel61,mel,melanogaster,female,241.65
mel61,mel,melanogaster,female,241.65
mel61,mel,melanogaster,female,241.65
mel61,mel,melanogaster,female,241.65
mel61,mel,melanogaster,female,241.65
mel61,mel,melanogaster,female,241.65
mel61,mel,melanogaster,female,288.0381944
mel61,mel,melanogaster,female,288.0381944
mel61,mel,melanogaster,female,288.0381944
mel61,mel,melanogaster,female,288.0381944
mel61,mel,melanogaster,female,336.0963889
mel61,mel,melanogaster,female,395.9773611
mel61,mel,melanogaster,female,456.05625
mel61,mel,melanogaster,female,456.05625
mel61,mel,melanogaster,female,563.7368056
mel61,mel,melanogaster,female,563.7368056
mel61,mel,melanogaster,female,563.7368056
mel61,mel,melanogaster,female,624.1944444
mel61,mel,melanogaster,female,624.1944444
mel61,mel,melanogaster,female,672.2031944
mel61,mel,melanogaster,female,672.2031944
mel61,mel,melanogaster,female,732.1366667
mel61,mel,melanogaster,female,732.1366667
mel61,mel,melanogaster,female,732.1366667
mel61,mel,melanogaster,female,732.1366667
mel61,mel,melanogaster,female,732.1366667
mel61,mel,melanogaster,female,732.1366667
mel61,mel,melanogaster,female,732.1366667
mel61,mel,melanogaster,female,732.1366667
mel61,mel,melanogaster,female,792.1309722
mel61,mel,melanogaster,female,792.1309722
mel61,mel,melanogaster,female,792.1309722
mel61,mel,melanogaster,female,840.3176389
mel61,mel,melanogaster,female,840.3176389
mel61,mel,melanogaster,female,840.3176389
mel61,mel,melanogaster,female,900.2583333
mel61,mel,melanogaster,female,900.2583333
mel61,mel,melanogaster,female,900.2583333
mel61,mel,melanogaster,female,900.2583333
mel61,mel,melanogaster,female,900.2583333
mel61,mel,melanogaster,female,900.2583333
mel61,mel,melanogaster,female,900.2583333
mel61,mel,melanogaster,female,900.2583333
mel61,mel,melanogaster,female,959.9498611
mel61,mel,melanogaster,female,959.9498611
mel61,mel,melanogaster,female,959.9498611
mel61,mel,melanogaster,female,1008.0338889
mel61,mel,melanogaster,female,1008.0338889
mel61,mel,melanogaster,female,1008.0338889
mel61,mel,melanogaster,female,1008.0338889
mel61,mel,melanogaster,female,1008.0338889
mel61,mel,melanogaster,female,1008.0338889
mel61,mel,melanogaster,female,1008.0338889
mel61,mel,melanogaster,female,1008.0338889
mel61,mel,melanogaster,female,1008.0338889
mel61,mel,melanogaster,female,1068.0205556
mel61,mel,melanogaster,female,1068.0205556
mel61,mel,melanogaster,female,1068.0205556
mel61,mel,melanogaster,female,1068.0205556
mel61,mel,melanogaster,female,1068.0205556
mel61,mel,melanogaster,female,1068.0205556
mel61,mel,melanogaster,female,1068.0205556
mel61,mel,melanogaster,female,1068.0205556
mel61,mel,melanogaster,female,1068.0205556
mel61,mel,melanogaster,female,1068.0205556
mel61,mel,melanogaster,female,1068.0205556
mel61,mel,melanogaster,female,1068.0205556
mel61,mel,melanogaster,female,1068.0205556
mel61,mel,melanogaster,female,1128.5325
mel61,mel,melanogaster,female,1128.5325
mel61,mel,melanogaster,female,1128.5325
mel61,mel,melanogaster,female,1128.5325
mel61,mel,melanogaster,female,1128.5325
mel61,mel,melanogaster,female,1128.5325
mel61,mel,melanogaster,female,1128.5325
mel61,mel,melanogaster,female,1128.5325
mel61,mel,melanogaster,female,1128.5325
mel61,mel,melanogaster,female,1128.5325
mel61,mel,melanogaster,female,1176.754028
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1236.183333
mel61,mel,melanogaster,female,1296.352639
mel61,mel,melanogaster,female,1296.352639
mel61,mel,melanogaster,female,1296.352639
mel61,mel,melanogaster,female,1296.352639
mel61,mel,melanogaster,female,1296.352639
mel61,mel,melanogaster,female,1344.7225
mel61,mel,melanogaster,female,1404.402639
mel61,mel,melanogaster,female,1404.402639
mel61,mel,melanogaster,female,1404.402639
mel61,mel,melanogaster,female,1404.402639
mel61,mel,melanogaster,female,1463.744028
mel61,mel,melanogaster,female,1511.646806
mel61,mel,melanogaster,female,1511.646806
mel61,mel,melanogaster,female,1511.646806
mel61,mel,melanogaster,male,241.65
mel61,mel,melanogaster,male,336.0963889
mel61,mel,melanogaster,male,336.0963889
mel61,mel,melanogaster,male,336.0963889
mel61,mel,melanogaster,male,336.0963889
mel61,mel,melanogaster,male,395.9773611
mel61,mel,melanogaster,male,563.7368056
mel61,mel,melanogaster,male,624.1944444
mel61,mel,melanogaster,male,672.2031944
mel61,mel,melanogaster,male,732.1366667
mel61,mel,melanogaster,male,840.3176389
mel61,mel,melanogaster,male,840.3176389
mel61,mel,melanogaster,male,840.3176389
mel61,mel,melanogaster,male,840.3176389
mel61,mel,melanogaster,male,840.3176389
mel61,mel,melanogaster,male,840.3176389
mel61,mel,melanogaster,male,900.2583333
mel61,mel,melanogaster,male,900.2583333
mel61,mel,melanogaster,male,900.2583333
mel61,mel,melanogaster,male,900.2583333
mel61,mel,melanogaster,male,900.2583333
mel61,mel,melanogaster,male,959.9498611
mel61,mel,melanogaster,male,959.9498611
mel61,mel,melanogaster,male,959.9498611
mel61,mel,melanogaster,male,1008.0338889
mel61,mel,melanogaster,male,1008.0338889
mel61,mel,melanogaster,male,1008.0338889
mel61,mel,melanogaster,male,1008.0338889
mel61,mel,melanogaster,male,1068.0205556
mel61,mel,melanogaster,male,1068.0205556
mel61,mel,melanogaster,male,1068.0205556
mel61,mel,melanogaster,male,1128.5325
mel61,mel,melanogaster,male,1128.5325
mel61,mel,melanogaster,male,1128.5325
mel61,mel,melanogaster,male,1128.5325
mel61,mel,melanogaster,male,1176.754028
mel61,mel,melanogaster,male,1176.754028
mel61,mel,melanogaster,male,1176.754028
mel61,mel,melanogaster,male,1176.754028
mel61,mel,melanogaster,male,1176.754028
mel61,mel,melanogaster,male,1176.754028
mel61,mel,melanogaster,male,1176.754028
mel61,mel,melanogaster,male,1176.754028
mel61,mel,melanogaster,male,1236.183333
mel61,mel,melanogaster,male,1236.183333
mel61,mel,melanogaster,male,1236.183333
mel61,mel,melanogaster,male,1236.183333
mel61,mel,melanogaster,male,1236.183333
mel61,mel,melanogaster,male,1236.183333
mel61,mel,melanogaster,male,1236.183333
mel61,mel,melanogaster,male,1236.183333
mel61,mel,melanogaster,male,1236.183333
mel61,mel,melanogaster,male,1236.183333
mel61,mel,melanogaster,male,1236.183333
mel61,mel,melanogaster,male,1236.183333
mel61,mel,melanogaster,male,1236.183333
mel61,mel,melanogaster,male,1296.352639
mel61,mel,melanogaster,male,1296.352639
mel61,mel,melanogaster,male,1344.7225
mel61,mel,melanogaster,male,1344.7225
mel61,mel,melanogaster,male,1344.7225
mel61,mel,melanogaster,male,1344.7225
mel61,mel,melanogaster,male,1344.7225
mel61,mel,melanogaster,male,1344.7225
mel61,mel,melanogaster,male,1344.7225
mel61,mel,melanogaster,male,1344.7225
mel61,mel,melanogaster,male,1344.7225
mel61,mel,melanogaster,male,1404.402639
mel61,mel,melanogaster,male,1404.402639
mel61,mel,melanogaster,male,1404.402639
mel61,mel,melanogaster,male,1404.402639
mel61,mel,melanogaster,male,1404.402639
mel61,mel,melanogaster,male,1404.402639
mel61,mel,melanogaster,male,1404.402639
mel61,mel,melanogaster,male,1404.402639
mel61,mel,melanogaster,male,1463.744028
mjci1002,mjci,mojavensis,female,206.58652778
mjci1002,mjci,mojavensis,female,241.65
mjci1002,mjci,mojavensis,female,241.65
mjci1002,mjci,mojavensis,female,288.0381944
mjci1002,mjci,mojavensis,female,288.0381944
mjci1002,mjci,mojavensis,female,288.0381944
mjci1002,mjci,mojavensis,female,288.0381944
mjci1002,mjci,mojavensis,female,336.0963889
mjci1002,mjci,mojavensis,female,395.9773611
mjci1002,mjci,mojavensis,female,395.9773611
mjci1002,mjci,mojavensis,female,503.8651389
mjci1002,mjci,mojavensis,female,563.7368056
mjci1002,mjci,mojavensis,female,624.1944444
mjci1002,mjci,mojavensis,female,624.1944444
mjci1002,mjci,mojavensis,female,672.2031944
mjci1002,mjci,mojavensis,female,732.1366667
mjci1002,mjci,mojavensis,female,732.1366667
mjci1002,mjci,mojavensis,female,732.1366667
mjci1002,mjci,mojavensis,female,732.1366667
mjci1002,mjci,mojavensis,female,792.1309722
mjci1002,mjci,mojavensis,female,840.3176389
mjci1002,mjci,mojavensis,female,840.3176389
mjci1002,mjci,mojavensis,female,900.2583333
mjci1002,mjci,mojavensis,female,900.2583333
mjci1002,mjci,mojavensis,female,959.9498611
mjci1002,mjci,mojavensis,female,959.9498611
mjci1002,mjci,mojavensis,female,959.9498611
mjci1002,mjci,mojavensis,female,1068.0205556
mjci1002,mjci,mojavensis,female,1068.0205556
mjci1002,mjci,mojavensis,female,1068.0205556
mjci1002,mjci,mojavensis,female,1068.0205556
mjci1002,mjci,mojavensis,female,1176.754028
mjci1002,mjci,mojavensis,female,1236.183333
mjci1002,mjci,mojavensis,female,1236.183333
mjci1002,mjci,mojavensis,female,1296.352639
mjci1002,mjci,mojavensis,female,1296.352639
mjci1002,mjci,mojavensis,female,1296.352639
mjci1002,mjci,mojavensis,female,1344.7225
mjci1002,mjci,mojavensis,female,1344.7225
mjci1002,mjci,mojavensis,female,1344.7225
mjci1002,mjci,mojavensis,female,1344.7225
mjci1002,mjci,mojavensis,female,1344.7225
mjci1002,mjci,mojavensis,female,1344.7225
mjci1002,mjci,mojavensis,female,1404.402639
mjci1002,mjci,mojavensis,female,1404.402639
mjci1002,mjci,mojavensis,female,1463.744028
mjci1002,mjci,mojavensis,female,1463.744028
mjci1002,mjci,mojavensis,female,1463.744028
mjci1002,mjci,mojavensis,female,1463.744028
mjci1002,mjci,mojavensis,female,1511.646806
mjci1002,mjci,mojavensis,female,1511.646806
mjci1002,mjci,mojavensis,female,1511.646806
mjci1002,mjci,mojavensis,female,1571.505556
mjci1002,mjci,mojavensis,female,1571.505556
mjci1002,mjci,mojavensis,female,1571.505556
mjci1002,mjci,mojavensis,female,1571.505556
mjci1002,mjci,mojavensis,female,1571.505556
mjci1002,mjci,mojavensis,female,1571.505556
mjci1002,mjci,mojavensis,female,1571.505556
mjci1002,mjci,mojavensis,female,1571.505556
mjci1002,mjci,mojavensis,female,1571.505556
mjci1002,mjci,mojavensis,female,1631.362222
mjci1002,mjci,mojavensis,female,1631.362222
mjci1002,mjci,mojavensis,female,1631.362222
mjci1002,mjci,mojavensis,female,1631.362222
mjci1002,mjci,mojavensis,female,1679.328194
mjci1002,mjci,mojavensis,female,1679.328194
mjci1002,mjci,mojavensis,female,1739.107361
mjci1002,mjci,mojavensis,female,1739.107361
mjci1002,mjci,mojavensis,female,1739.107361
mjci1002,mjci,mojavensis,female,1739.107361
mjci1002,mjci,mojavensis,female,1739.107361
mjci1002,mjci,mojavensis,female,1798.716528
mjci1002,mjci,mojavensis,female,1798.716528
mjci1002,mjci,mojavensis,female,1798.716528
mjci1002,mjci,mojavensis,female,1798.716528
mjci1002,mjci,mojavensis,female,1846.732639
mjci1002,mjci,mojavensis,female,1846.732639
mjci1002,mjci,mojavensis,female,1846.732639
mjci1002,mjci,mojavensis,female,1846.732639
mjci1002,mjci,mojavensis,female,1846.732639
mjci1002,mjci,mojavensis,female,1846.732639
mjci1002,mjci,mojavensis,female,1846.732639
mjci1002,mjci,mojavensis,female,1846.732639
mjci1002,mjci,mojavensis,female,1846.732639
mjci1002,mjci,mojavensis,female,1906.931667
mjci1002,mjci,mojavensis,female,1906.931667
mjci1002,mjci,mojavensis,female,1906.931667
mjci1002,mjci,mojavensis,female,1966.899167
mjci1002,mjci,mojavensis,female,1966.899167
mjci1002,mjci,mojavensis,female,1966.899167
mjci1002,mjci,mojavensis,female,1966.899167
mjci1002,mjci,mojavensis,female,1966.899167
